"name","description","distinguishedname","managedby","whenCreated"
"WS-2289","P50","CN=WS-2289,OU=Laptops,OU=Seattle,DC=wma-arch,DC=com",,"8/23/2016 11:10:36 AM"
"WS-2288","Michael Janulewicz - P50","CN=WS-2288,OU=Laptops,OU=New York,DC=wma-arch,DC=com","CN=Michael Janulewicz,OU=Users,OU=New York,DC=wma-arch,DC=com","8/16/2016 4:24:09 PM"
"WS-2463","Cait Marolf - ThinkPad P50","CN=WS-2463,OU=Laptops,OU=San Diego,DC=wma-arch,DC=com","CN=Caitlin Marolf,OU=Users,OU=San Diego,DC=wma-arch,DC=com","1/10/2017 8:12:30 AM"
"WS-2370","Melissa Ramos - ThinkPad X1 Carbon 4th","CN=WS-2370,OU=Laptops,OU=New Jersey,DC=wma-arch,DC=com","CN=Alisha Panditrao,OU=Users,OU=New Jersey,DC=wma-arch,DC=com","2/6/2017 12:03:00 PM"
"WS-2451","Troy J. Flick - ThinkPad P50","CN=WS-2451,OU=Laptops,OU=Chicago,DC=wma-arch,DC=com",,"2/21/2017 12:41:49 PM"
"WS-1715","Abigail Ng - HP Z400 Workstation","CN=WS-1715,OU=Computers,OU=Irvine,DC=wma-arch,DC=com","CN=Abigail Ng,OU=Users,OU=Irvine,DC=wma-arch,DC=com","5/26/2010 12:20:36 PM"
"WS-2393","Michael Cody - X1 Carbon **MISSING AN ASSET TAG**","CN=WS-2393,OU=Laptops,OU=Chicago,DC=wma-arch,DC=com","CN=Michael Cody,OU=Users,OU=Chicago,DC=wma-arch,DC=com","2/17/2017 8:50:33 AM"
"WS-2259","Eric Gomez - ThinkPad P50","CN=WS-2259,OU=Laptops,OU=New York,DC=wma-arch,DC=com","CN=Eric Gomez,OU=Users,OU=New York,DC=wma-arch,DC=com","11/15/2016 9:46:46 AM"
"WS-2361","Luis G. Rodriguez - ThinkPad P50","CN=WS-2361,OU=Laptops,OU=Miami,DC=wma-arch,DC=com","CN=Luis Rodriguez,OU=Users,OU=Miami,DC=wma-arch,DC=com","11/28/2016 3:47:56 PM"
"WS-2257","Laura Fowler - ThinkPad P50","CN=WS-2257,OU=Laptops,OU=Princeton,DC=wma-arch,DC=com","CN=Laura Fowler,OU=Users,OU=Princeton,DC=wma-arch,DC=com","11/2/2016 12:40:53 PM"
"WS-2418","Paul Norcross - P50","CN=WS-2418,OU=Laptops,OU=Northern California,DC=wma-arch,DC=com","CN=Paul Norcross,OU=Users,OU=Northern California,DC=wma-arch,DC=com","1/23/2017 10:27:33 AM"
"WS-2260","Heather Griffin - X1 Carbon","CN=WS-2260,OU=Laptops,OU=Houston,DC=wma-arch,DC=com","CN=Heather Griffin,OU=Users,OU=Houston,DC=wma-arch,DC=com","11/17/2016 8:48:36 AM"
"WS-2340",,"CN=WS-2340,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"8/25/2016 12:02:53 PM"
"WS-2408","Maria Fernanda Cabrera - ThinkPad P50","CN=WS-2408,OU=Laptops,OU=San Diego,DC=wma-arch,DC=com","CN=Maria Fernanda Cabrera,OU=Users,OU=San Diego,DC=wma-arch,DC=com","12/8/2016 11:37:52 AM"
"WS-2247","Deborah Duncan - ThinkPad X1 Carbon 4th","CN=WS-2247,OU=Laptops,OU=Chicago,DC=wma-arch,DC=com",,"9/6/2016 5:38:55 AM"
"WS-2405","Christopher Jimenez - P50","CN=WS-2405,OU=Laptops,OU=Mexico,DC=wma-arch,DC=com",,"12/1/2016 9:51:28 AM"
"WS-2252","Lindsay Suprenant - ThinkPad P50","CN=WS-2252,OU=Laptops,OU=Chicago,DC=wma-arch,DC=com","CN=Lindsay Suprenant,OU=Users,OU=Chicago-DT,DC=wma-arch,DC=com","9/28/2016 11:57:50 AM"
"WS-2413","Sergio Delgado - ThinkPad P50","CN=WS-2413,OU=Laptops,OU=Houston,DC=wma-arch,DC=com","CN=Sergio Delgado Castro,OU=Users,OU=Houston,DC=wma-arch,DC=com","1/18/2017 11:24:22 AM"
"WS-2256","Julie Dalga - ThinkPad P50","CN=WS-2256,OU=Laptops,OU=Chicago,DC=wma-arch,DC=com","CN=Julie Dalga,OU=Users,OU=Chicago,DC=wma-arch,DC=com","10/27/2016 2:30:48 PM"
"WS-1748","Katrina Veneziano Shea - HP Z400 Workstation","CN=WS-1748,OU=Computers,OU=San Diego-Downtown,DC=wma-arch,DC=com","CN=Katrina Veneziano Shea,OU=Users,OU=San Diego-Downtown,DC=wma-arch,DC=com","10/17/2016 5:15:15 PM"
"WS-2254","Scott Daniel - P50","CN=WS-2254,OU=Laptops,OU=New Jersey,DC=wma-arch,DC=com","CN=Scott Daniel,OU=Users,OU=New Jersey,DC=wma-arch,DC=com","10/5/2016 1:24:29 PM"
"WS-2366","Diana Melendez - ThinkStation P410","CN=WS-2366,OU=Computers,OU=New Jersey,DC=wma-arch,DC=com",,"12/7/2016 1:44:34 PM"
"WS-2248","Anna Jones - X1 Carbon 4th Gen","CN=WS-2248,OU=Laptops,OU=New York,DC=wma-arch,DC=com","CN=Anna Jones,OU=Users,OU=New York,DC=wma-arch,DC=com","8/30/2016 3:18:39 PM"
"WS-2300","Jessica Cole - ThinkPad X1 Carbon 4th","CN=WS-2300,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Jessica Cole,OU=Users,OU=Irvine,DC=wma-arch,DC=com","10/17/2016 10:58:43 AM"
"WS-2251","Arturo Ponciano - P50","CN=WS-2251,OU=Laptops,OU=Princeton,DC=wma-arch,DC=com","CN=Arturo Ponciano,OU=Users,OU=Princeton,DC=wma-arch,DC=com","9/9/2016 10:29:45 AM"
"WS-2369","Miro Moro - 20FB002LUS","CN=WS-2369,OU=Laptops,OU=Chicago,DC=wma-arch,DC=com","CN=Miro Moro,OU=Users,OU=Chicago,DC=wma-arch,DC=com","1/20/2017 11:49:44 AM"
"WS-1840","HP Z420","CN=WS-1840,OU=Computers,OU=San Francisco,DC=wma-arch,DC=com",,"10/16/2012 11:27:00 AM"
"WS-2249","Jaelyne Kirkpatrick - P50","CN=WS-2249,OU=Laptops,OU=Chicago,DC=wma-arch,DC=com",,"9/16/2016 6:29:10 AM"
"WS-2403","Oscar Salcedo - ThinkPad P50","CN=WS-2403,OU=Laptops,OU=Mexico,DC=wma-arch,DC=com",,"12/1/2016 8:53:06 AM"
"WS-2258","Faulizbeth Vallejo - ThinkPad P50","CN=WS-2258,OU=Laptops,OU=New Jersey,DC=wma-arch,DC=com","CN=Faulizbeth Vallejo,OU=Users,OU=New Jersey,DC=wma-arch,DC=com","11/9/2016 11:23:00 AM"
"WS-2362","Kim Havnes - X1 Carbon","CN=WS-2362,OU=Laptops,OU=Chicago,DC=wma-arch,DC=com","CN=Kim Havnes,OU=Users,OU=Chicago,DC=wma-arch,DC=com","12/5/2016 1:55:21 PM"
"WS-2290","Michael Murphy - X1 Carbon","CN=WS-2290,OU=Laptops,OU=Northern California,DC=wma-arch,DC=com","CN=Michael Murphy,OU=Users,OU=Northern California,DC=wma-arch,DC=com","10/7/2016 11:29:47 AM"
"WS-2295","X1 Carbon","CN=WS-2295,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"10/13/2016 2:17:41 PM"
"WS-1848","Spare - W530","CN=WS-1848,OU=Laptops,OU=Toronto,DC=wma-arch,DC=com",,"10/19/2016 2:32:11 PM"
"WS-2414","Josh Kiddle - X1 Carbon","CN=WS-2414,OU=Laptops,OU=Houston,DC=wma-arch,DC=com","CN=Josh Kiddle,OU=Users,OU=Houston,DC=wma-arch,DC=com","1/19/2017 3:16:45 PM"
"WS-2296","Cassie Vaughn - ThinkPad X1 Carbon 4th","CN=WS-2296,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Cassandra Vaughn,OU=Users,OU=Irvine,DC=wma-arch,DC=com","10/12/2016 12:31:13 PM"
"WS-2389","SPARE - OptiPlex 9020","CN=WS-2389,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"2/8/2017 12:59:03 PM"
"WS-2315","Tom Jansen - Surface Pro 4","CN=WS-2315,OU=Laptops,OU=Test_OU,DC=wma-arch,DC=com","CN=Thomas Jansen,OU=Users,OU=Denver-JS,DC=wma-arch,DC=com","9/13/2016 11:24:59 AM"
"WS-2461","Brian Muller - ThinkStation P510","CN=WS-2461,OU=Computers,OU=Denver-JS,DC=wma-arch,DC=com","CN=Brian Muller,OU=Users,OU=Denver-JS,DC=wma-arch,DC=com","11/9/2016 11:48:53 AM"
"WS-2358","Shenine Hooshmand - X1 Carbon","CN=WS-2358,OU=Laptops,OU=Northern California,DC=wma-arch,DC=com","CN=Shenine Hooshmand,OU=Users,OU=Northern California,DC=wma-arch,DC=com","11/21/2016 12:01:31 PM"
"WS-2373","X1 Carbon","CN=WS-2373,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"2/9/2017 4:06:59 PM"
"WS-2368","Ali Panditrao NEW - X1 Carbon","CN=WS-2368,OU=Laptops,OU=New Jersey,DC=wma-arch,DC=com",,"1/18/2017 12:45:58 PM"
"WS-2452","David Newson - P50","CN=WS-2452,OU=Laptops,OU=Toronto,DC=wma-arch,DC=com","CN=David Newson,OU=Users,OU=Toronto,DC=wma-arch,DC=com","2/21/2017 1:10:57 PM"
"WS-2479","Matt Pepin - OptiPlex 9020","CN=WS-2479,OU=Computers,OU=Denver-JS,DC=wma-arch,DC=com","CN=Matt Pepin,OU=Users,OU=Denver-JS,DC=wma-arch,DC=com","10/13/2016 12:44:28 PM"
"WS-2255","Thomas Wallen - ThinkPad X1 Carbon 4th","CN=WS-2255,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Thomas Wallen,OU=Users,OU=Irvine,DC=wma-arch,DC=com","10/17/2016 10:05:30 AM"
"WS-2197","Amanda Wells - ThinkPad P50","CN=WS-2197,OU=Laptops,OU=Phoenix,DC=wma-arch,DC=com",,"2/11/2016 10:21:51 AM"
"WS-2309","SPARE - Optiplex 9010","CN=WS-2309,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"9/30/2016 11:05:24 AM"
"WS-2304","SPARE - OptiPlex 990","CN=WS-2304,OU=Computers,OU=Denver-JS,DC=wma-arch,DC=com",,"10/7/2016 2:01:49 PM"
"WS-1608","For Accounting SageFAS - XP","CN=WS-1608,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"5/2/2007 11:58:58 AM"
"WS-2376","W520","CN=WS-2376,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"2/7/2017 1:25:18 PM"
"WS-2386","W520","CN=WS-2386,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"12/30/2016 10:02:51 AM"
"WS-1803","W520","CN=WS-1803,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"5/7/2012 3:30:37 PM"
"WS-1761","Z400","CN=WS-1761,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"10/5/2011 7:51:37 AM"
"WS-1684",,"CN=WS-1684,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"1/17/2008 4:34:06 PM"
"WS-2377",,"CN=WS-2377,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"2/13/2017 11:48:47 AM"
"ws-1760","8560w","CN=ws-1760,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"10/17/2016 4:29:24 PM"
"WS-2226","TV PC - New York- Lobby","CN=WS-2226,OU=TV PCs,OU=Service Computers,OU=ADMIN,DC=wma-arch,DC=com",,"6/22/2016 3:29:48 PM"
"WS-1850",,"CN=WS-1850,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"5/1/2017 10:23:32 AM"
"WS-2320","SPARE - Optiplex 9010","CN=WS-2320,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"10/4/2016 6:18:38 AM"
"WS-2272",,"CN=WS-2272,OU=Computers,OU=Northern California,DC=wma-arch,DC=com",,"6/15/2017 1:19:39 PM"
"WS-2273",,"CN=WS-2273,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"6/20/2017 11:40:23 AM"
"WS-2730",,"CN=WS-2730,OU=New Computers,OU=ADMIN,DC=wma-arch,DC=com",,"6/30/2017 10:24:00 AM"
"WS-1823","Niraj Patel - ThinkPad W520","CN=WS-1823,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"7/5/2012 2:03:51 PM"
"WS-2423","Andrew Dzulynsky - X1 Carbon","CN=WS-2423,OU=Laptops,OU=San Diego,DC=wma-arch,DC=com","CN=Andrew Dzulynsky,OU=Users,OU=San Diego,DC=wma-arch,DC=com","1/30/2017 10:56:07 AM"
"WS-2274"," ","CN=WS-2274,OU=Computers,OU=Northern California,DC=wma-arch,DC=com",,"6/22/2017 6:34:25 AM"
"WS-2382","Fang Fang - ThinkStation S30","CN=WS-2382,OU=Computers,OU=Northern California,DC=wma-arch,DC=com","CN=Fang Fang,OU=Users,OU=Northern California,DC=wma-arch,DC=com","2/28/2017 1:53:46 PM"
"WS-2720","Loren Vine - ThinkPad P50","CN=WS-2720,OU=Laptops,OU=Seattle,DC=wma-arch,DC=com","CN=Loren Vine,OU=Users,OU=Seattle,DC=wma-arch,DC=com","6/30/2017 3:04:00 PM"
"WS-2016","Samantha Sternick - X1 Carbon","CN=WS-2016,OU=Laptops,OU=Atlanta,DC=wma-arch,DC=com","CN=Samantha Sternick,OU=Users,OU=Atlanta,DC=wma-arch,DC=com","9/17/2014 12:50:45 PM"
"WS-2455","Jason Dooley - ThinkPad X1 Carbon 4th","CN=WS-2455,OU=Laptops,OU=Atlanta,DC=wma-arch,DC=com","CN=Anthony Jason Dooley,OU=Users,OU=Atlanta,DC=wma-arch,DC=com","4/11/2017 12:59:18 PM"
"WS-2754","Carl Willmann - P51","CN=WS-2754,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Carl Willmann,OU=Users,OU=Irvine,DC=wma-arch,DC=com","7/12/2017 4:40:26 PM"
"WS-2261","JobFair - Z420","CN=WS-2261,OU=Computers,OU=Northern California,DC=wma-arch,DC=com",,"5/4/2017 3:12:28 PM"
"WS-2253","Jeff Plecha - ThinkPad X1 Carbon 4th","CN=WS-2253,OU=Laptops,OU=Chicago,DC=wma-arch,DC=com","CN=Jeffrey Plecha,OU=Users,OU=Chicago-DT,DC=wma-arch,DC=com","10/3/2016 9:37:00 AM"
"WS-2390","Resource Computer - HP Z420","CN=WS-2390,OU=Computers,OU=Denver,DC=wma-arch,DC=com",,"12/28/2016 1:02:57 PM"
"WS-2551","Caroline McNulty - ThinkPad X1 Carbon 4th","CN=WS-2551,OU=Laptops,OU=Chicago-DT,DC=wma-arch,DC=com","CN=Caroline McNulty,OU=Users,OU=Chicago-DT,DC=wma-arch,DC=com","6/9/2017 2:32:24 PM"
"WS-1962","Anousha Ghoorchian - ThinkStation S30","CN=WS-1962,OU=Computers,OU=Northern California,DC=wma-arch,DC=com","CN=Anousha Ghorchian,OU=Users,OU=Northern California,DC=wma-arch,DC=com","5/8/2014 6:28:39 PM"
"WS-2450","Davina Williams Duerr - HP Z2 Mini G3 Workstation","CN=WS-2450,OU=Computers,OU=Seattle,DC=wma-arch,DC=com","CN=Davina Williams Duerr,OU=Users,OU=Seattle,DC=wma-arch,DC=com","3/22/2017 2:01:21 PM"
"WS-2265","W520","CN=WS-2265,OU=Spares,OU=Denver-JS,DC=wma-arch,DC=com",,"5/1/2017 2:10:04 PM"
"WS-2458","Nicole Ruzbasan - ThinkPad P50","CN=WS-2458,OU=Laptops,OU=Chicago,DC=wma-arch,DC=com","CN=Nicole Ruzbasan,OU=Users,OU=Chicago-DT,DC=wma-arch,DC=com","6/2/2017 1:19:54 PM"
"WS-2086","Eric Zitny - W541","CN=WS-2086,OU=Laptops,OU=Phoenix,DC=wma-arch,DC=com","CN=Eric Zitny,OU=Users,OU=Phoenix,DC=wma-arch,DC=com","5/4/2015 1:21:57 PM"
"WS-2707","Robert Ross - P510","CN=WS-2707,OU=Computers,OU=Irvine,DC=wma-arch,DC=com",,"7/3/2017 10:55:28 AM"
"WS-2447","Chris Huaracha - ThinkPad X1 Carbon 4th","CN=WS-2447,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Chris Huaracha,OU=Users,OU=Irvine,DC=wma-arch,DC=com","3/16/2017 11:59:46 AM"
"WS-2441","Remy Fukuda - X1 Carbon","CN=WS-2441,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Remy Fukuda,OU=Users,OU=Irvine,DC=wma-arch,DC=com","2/24/2017 9:40:06 AM"
"WS-2760","Ryan Kane - HP Z2 Mini G3 Workstation","CN=WS-2760,OU=Computers,OU=Denver,DC=wma-arch,DC=com","CN=Ryan Kane,OU=Users,OU=Denver,DC=wma-arch,DC=com","7/26/2017 1:52:18 PM"
"WS-1749","IRV Spare - 8560w","CN=WS-1749,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"8/1/2011 7:55:09 AM"
"WS-2466","Zachary Peterson - ThinkStation P510","CN=WS-2466,OU=Computers,OU=Northern California,DC=wma-arch,DC=com","CN=Zachary Peterson,OU=Users,OU=Northern California,DC=wma-arch,DC=com","4/4/2017 7:53:20 AM"
"WS-2359","P500","CN=WS-2359,OU=Computers,OU=New Jersey,DC=wma-arch,DC=com",,"11/28/2016 3:51:12 PM"
"WS-2356","Michelle Fortuna - ThinkPad P50","CN=WS-2356,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Michelle Fortuna,OU=Users,OU=Irvine,DC=wma-arch,DC=com","11/7/2016 4:22:29 PM"
"WS-2706","Joshua Huckleberry-Wright - ThinkPad P50","CN=WS-2706,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Joshua Huckleberry-Wright,OU=Users,OU=Irvine,DC=wma-arch,DC=com","6/22/2017 5:20:23 PM"
"WS-2443","Katlyn Lakie - HP Z2 Mini G3 Workstation","CN=WS-2443,OU=Computers,OU=Irvine,DC=wma-arch,DC=com","CN=Katlyn Lakie,OU=Users,OU=Irvine,DC=wma-arch,DC=com","2/27/2017 2:00:08 PM"
"WS-2445","Jonathan Arreola Tuda - HP Z2 Mini G3 Workstation","CN=WS-2445,OU=Computers,OU=Mexico,DC=wma-arch,DC=com",,"3/1/2017 9:41:01 AM"
"WS-2453","Katinka Garcia - Precision Tower 3620","CN=WS-2453,OU=Computers,OU=Mexico,DC=wma-arch,DC=com",,"2/28/2017 2:29:52 PM"
"WS-2762","Kristen Lazatin - HP Z2 Mini G3 Workstation","CN=WS-2762,OU=Computers,OU=Irvine,DC=wma-arch,DC=com","CN=Kristen Lazatin,OU=Users,OU=Irvine,DC=wma-arch,DC=com","7/28/2017 2:30:53 PM"
"WS-2444","HP Z2 Mini - Mexico Spare","CN=WS-2444,OU=Computers,OU=Mexico,DC=wma-arch,DC=com",,"2/27/2017 3:36:11 PM"
"WS-2756","Andrea J. Aguirre - HP Z2 Mini G3 Workstation","CN=WS-2756,OU=Computers,OU=Mexico,DC=wma-arch,DC=com","CN=Andrea J. Aguirre,OU=Users,OU=Mexico,DC=wma-arch,DC=com","7/24/2017 1:32:54 PM"
"WS-2702","Loryelle De La Pena - HP Z2 Mini G3 Workstation","CN=WS-2702,OU=Computers,OU=San Diego,DC=wma-arch,DC=com","CN=Loryelle De La Pena,OU=Users,OU=San Diego,DC=wma-arch,DC=com","5/18/2017 10:35:49 AM"
"WS-2396","INTERN Vi Madrazo - HPZ2","CN=WS-2396,OU=Computers,OU=New Jersey,DC=wma-arch,DC=com",,"6/1/2017 6:19:19 AM"
"WS-2703","Z2 Mini","CN=WS-2703,OU=Spares,OU=Northern California,DC=wma-arch,DC=com",,"5/25/2017 5:32:34 PM"
"WS-2704","Eric Namisniak - HP Z2 Mini G3 Workstation","CN=WS-2704,OU=Computers,OU=Irvine,DC=wma-arch,DC=com","CN=Eric Namisniak,OU=Users,OU=Irvine,DC=wma-arch,DC=com","6/7/2017 9:59:20 AM"
"WS-2758","Victor Colmenares - HP Z2 Mini G3 Workstation","CN=WS-2758,OU=Computers,OU=Mexico,DC=wma-arch,DC=com","CN=Victor Colmenares,OU=Users,OU=Panama,DC=wma-arch,DC=com","7/24/2017 1:23:14 PM"
"WS-2397","David Page - HP Z2 Mini G3 Workstation","CN=WS-2397,OU=Computers,OU=Irvine,DC=wma-arch,DC=com","CN=David Page,OU=Users,OU=Irvine,DC=wma-arch,DC=com","6/27/2017 7:44:14 AM"
"WS-2763","Tanya Daly - HP Z2 Mini G3 Workstation","CN=WS-2763,OU=Computers,OU=Irvine,DC=wma-arch,DC=com","CN=Tanya Daly,OU=Users,OU=Irvine,DC=wma-arch,DC=com","7/31/2017 9:32:55 AM"
"WS-2375","Keith Martinez - X1 Carbon","CN=WS-2375,OU=Laptops,OU=LA,DC=wma-arch,DC=com",,"12/29/2016 10:37:29 AM"
"WS-2448","Luis Fernando Navarro - ThinkPad X1 Carbon 4th","CN=WS-2448,OU=Laptops,OU=Mexico,DC=wma-arch,DC=com","CN=Luis Fernando Navarro,OU=Users,OU=Mexico,DC=wma-arch,DC=com","3/22/2017 1:03:49 PM"
"WS-2755","Kelsey Rosentreter-Edens - ThinkPad X1 Carbon 2nd","CN=WS-2755,OU=Laptops,OU=Seattle,DC=wma-arch,DC=com","CN=Kelsey Rosentreter,OU=Users,OU=Seattle,DC=wma-arch,DC=com","7/20/2017 10:53:15 AM"
"WS-2351","Jinger Tapia - ThinkPad X1 Carbon 4th","CN=WS-2351,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Jinger Tapia,OU=Users,OU=Irvine,DC=wma-arch,DC=com","8/29/2016 10:27:46 AM"
"WS-2352","Debra Bryant - ThinkPad X1 Carbon 4th","CN=WS-2352,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Debra Bryant,OU=Users,OU=Irvine,DC=wma-arch,DC=com","9/1/2016 10:43:10 AM"
"WS-2464","Damian A. Melo - ThinkPad X1 Carbon 4th","CN=WS-2464,OU=Laptops,OU=New York,DC=wma-arch,DC=com","CN=Damian Melo,OU=Users,OU=New York,DC=wma-arch,DC=com","3/1/2017 7:48:16 AM"
"ws-2071","Mary Waits - X1 Carbon","CN=ws-2071,OU=Laptops,OU=Northern California,DC=wma-arch,DC=com","CN=Mary Waits,OU=Users,OU=Northern California,DC=wma-arch,DC=com","4/7/2015 1:42:39 PM"
"WS-1769","Daniel Lopez - Z400","CN=WS-1769,OU=Computers,OU=Irvine,DC=wma-arch,DC=com","CN=Daniel Lopez,OU=Users,OU=Irvine,DC=wma-arch,DC=com","11/7/2011 2:02:54 PM"
"WS-2102","Jack Waddles - ThinkPad X1 Carbon 2nd","CN=WS-2102,OU=Laptops,OU=Miami,DC=wma-arch,DC=com","CN=Jack Waddles,OU=Users,OU=Miami,DC=wma-arch,DC=com","5/13/2015 9:25:51 AM"
"WS-1889","E431","CN=WS-1889,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"6/27/2016 12:01:52 PM"
"WS-2038","Tobin Sloane","CN=WS-2038,OU=Computers,OU=Irvine,DC=wma-arch,DC=com",,"12/30/2014 4:55:54 PM"
"ws-1975","Mark Dwyer - X1 Gen2","CN=ws-1975,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"8/15/2014 7:37:45 AM"
"WS-2709","Jay Todisco - X1 Carbon","CN=WS-2709,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Jay Todisco,OU=Users,OU=Irvine,DC=wma-arch,DC=com","6/27/2017 9:34:04 AM"
"WS-2385","Jan Davis - ThinkPad X1 Carbon 4th","CN=WS-2385,OU=Laptops,OU=Denver,DC=wma-arch,DC=com","CN=Jan Davis,OU=Users,OU=Denver,DC=wma-arch,DC=com","1/12/2017 8:43:15 AM"
"WS-2465","Andrew Kopy - X1 Carbon","CN=WS-2465,OU=Laptops,OU=Houston,DC=wma-arch,DC=com",,"3/1/2017 10:08:01 AM"
"WS-2705","Pricilla Dang - HP Z2 Mini G3 Workstation","CN=WS-2705,OU=Computers,OU=Irvine,DC=wma-arch,DC=com","CN=Pricilla Dang,OU=Users,OU=Irvine,DC=wma-arch,DC=com","6/7/2017 2:43:07 PM"
"WS-2054","Rizalyn Corciega Bismonte - ThinkPad X1 Carbon 2nd","CN=WS-2054,OU=Laptops,OU=Toronto,DC=wma-arch,DC=com","CN=Rizalyn Corciega,OU=Users,OU=Toronto,DC=wma-arch,DC=com","3/19/2015 9:23:36 AM"
"WS-2469","John Thomas - ThinkPad X1 Carbon 4th","CN=WS-2469,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=John Thomas,OU=Users,OU=Irvine,DC=wma-arch,DC=com","4/27/2017 9:29:51 AM"
"WS-2752","Maureen Bissonnette - ThinkPad X1 Carbon 4th","CN=WS-2752,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Maureen Bissonnette,OU=Users,OU=Irvine,DC=wma-arch,DC=com","7/7/2017 8:02:48 AM"
"WS-YC",,"CN=WS-YC,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"1/3/2017 1:54:29 PM"
"WS-2701","Lawrence R. Armstrong - HP Z2 Mini G3 Workstation","CN=WS-2701,OU=Computers,OU=Irvine,DC=wma-arch,DC=com","CN=Lawrence R. Armstrong,OU=Users,OU=Irvine,DC=wma-arch,DC=com","5/11/2017 3:14:02 PM"
"WS-2759",,"CN=WS-2759,OU=Computers,OU=Panama,DC=wma-arch,DC=com",,"7/24/2017 3:02:40 PM"
"WS-2757","Seth Brown - ThinkPad P51","CN=WS-2757,OU=Laptops,OU=Denver-JS,DC=wma-arch,DC=com","CN=Seth Brown,OU=Users,OU=Denver-JS,DC=wma-arch,DC=com","7/25/2017 2:43:24 PM"
"WS-2381","Leah Crowe - ThinkPad W530","CN=WS-2381,OU=Laptops,OU=Denver,DC=wma-arch,DC=com","CN=Leah Crowe,OU=Users,OU=Denver,DC=wma-arch,DC=com","2/8/2017 7:41:50 AM"
"WS-2398","Jon Anderson - P50","CN=WS-2398,OU=Laptops,OU=New Jersey,DC=wma-arch,DC=com","CN=Jon Anderson,OU=Users,OU=New Jersey,DC=wma-arch,DC=com","6/28/2017 8:39:21 AM"
"WS-2243","Jessica Chang - P50","CN=WS-2243,OU=Laptops,OU=New York,DC=wma-arch,DC=com","CN=Jessica Chang,OU=Users,OU=New York,DC=wma-arch,DC=com","5/20/2016 9:01:31 AM"
"WS-1907","Andy Dzulynsky - Helix","CN=WS-1907,OU=Laptops,OU=San Diego,DC=wma-arch,DC=com",,"9/25/2014 10:45:32 AM"
"WS-2357","Roxana Miu - ThinkPad P50","CN=WS-2357,OU=Laptops,OU=San Diego,DC=wma-arch,DC=com","CN=Roxana Flores,OU=Users,OU=San Diego,DC=wma-arch,DC=com","11/29/2016 8:49:23 AM"
"WS-1906","Clarissa Buendia - ThinkPad S30","CN=WS-1906,OU=Computers,OU=San Diego,DC=wma-arch,DC=com","CN=Clarissa Buendia,OU=Users,OU=San Diego,DC=wma-arch,DC=com","9/5/2013 7:56:29 AM"
"WS-2402","Heather Moore - ThinkPad P50","CN=WS-2402,OU=Laptops,OU=San Diego,DC=wma-arch,DC=com","CN=Heather Moore,OU=Users,OU=San Diego,DC=wma-arch,DC=com","11/29/2016 2:44:34 PM"
"WS-2708","Matt Chaiken - ThinkPad X1 Carbon 4th","CN=WS-2708,OU=Laptops,OU=Denver,DC=wma-arch,DC=com","CN=Mathew Chaiken,OU=Users,OU=Denver,DC=wma-arch,DC=com","6/26/2017 2:57:44 PM"
